,company,name,color,type,ratings,people_review,offer_price,real_price,offer
795,DIZO,"Wireless Active with ENC, 11.2mm Driver, 23H Playb...",Blue, In the Ear,3.9,233,"₹1,499","₹2,499",40% off
796,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.9,67,₹546,"₹1,999",72% off
797,byer,"Scrapper Ultra Gaming TWS with 18 Hrs Battery ,50m...",Black, True Wireless,3.6,249,₹826,"₹4,449",81% off
798,UPOZA,"Earbuds A520 TWS with 13mm HQ Drivers, Touch Cont...",Blue, True Wireless,3.7,"3,128",₹999,"₹7,999",87% off
799,DigiClues,Earbud BTH F9 Earbuds/TWs/buds 5.1 Earbuds wi...,Black, True Wireless,4,"29,975",₹749,"₹7,999",90% off
800,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,4,"12,482",₹499,"₹1,499",66% off
801,boAt,"Airdopes 115 with ENx & Beast Mode, upto 24 Hrs Pl...",White Siberia, True Wireless,4,11,"₹1,599","₹2,990",46% off
802,Wings,"X-Fire with 25 Hrs playtime Bluetooth5.3, 50ms lo...",Black, True Wireless,4.2,308,"₹1,599","₹1,999",80% off
803,ElectroMania,i12 tws earpods Bluetooth Headset Bluetoot...,White, In the Ear,4,"1,147",₹399,"₹3,999",65% off
804,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,4.1,"3,27,645","₹1,399","₹3,499",81% off
805,Ucool,Dart 100 Hours Playtime Bluetooth Wireless Neckba...,Black, In the Ear,3.7,6,₹649,"₹1,999",70% off
806,senerathe,BT M 233 Bluetooth Headset,Black, In the Ear,4,"7,076",₹599,"₹3,990",84% off
807,Chaebol,Thundar Bass 100Hr Standby Long Battery Life Bl...,Blue, In the Ear,3.6,38,₹599,"₹2,490",55% off
808,boAt,"Airdopes 161 with ASAP Charge, 10mm Drivers and 17...",Pebble Black, True Wireless,3.9,"72,798","₹1,099","₹2,499",54% off
809,Portronics,"Harmonics Y1 with Auto ENC, Upto 40 Hours Pl...",Black, In the Ear,3.8,284,"₹1,149","₹2,999",80% off
810,Aroma,"NB119 Love 80 Hours Playtime Fast Charging, Dual ...",Red, In the Ear,4.1,"10,325",₹599,"₹1,890",48% off
811,KDM,G1-BULLET Stereo Sound Wireless Bluetooth Headset,Black, In the Ear,3.9,"1,88,519",₹975,"₹2,999",80% off
812,HOPPUP,GRAND With Power Bank Function & Upto 75 Hours P...,Black, True Wireless,3.8,"4,611",₹599,"₹2,499",82% off
813,IZWI,F-255 neckband bluetooth headphone with Fast Charg...,Red, In the Ear,4,"10,964",₹449,"₹3,499",54% off
814,realme,Buds Q2s with AI ENC & Fast Charging Bluetooth H...,Paper White, True Wireless,3.5,22,"₹1,599","₹1,458",65% off
815,Chitransh,M10 Wireless Earbuds Bluetooth Upto 48Hrs Pla...,Black, True Wireless,3.7,"8,896",₹505,"₹3,850",88% off
816,TECHFIRE,Fire 500v2 Neckband hi-bass Wireless Bluetooth...,Grey, In the Ear,3.7,448,₹445,"₹2,999",56% off
817,Noise,"Buds VS304 with 30 Hours Playtime, Instacharge, 1...",Pearl White, True Wireless,3.8,"28,576","₹1,299","₹4,999",78% off
818,Boult,"Audio X45 with Quad Mic ENC, 40H Playtime, 45ms U...",Grey, True Wireless,3.9,371,"₹1,099","₹1,249",64% off
819,x,pulse TwsL21 Mini Wireless Bluetooth Headset / Earpho...,Black, In the Ear,3.9,"1,88,519",₹449,"₹1,999",72% off
820,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,White, True Wireless,3.8,"39,269",₹546,"₹3,499",74% off
821,Aroma,NB132 Construct 48 Hours PlayTime True Wireless E...,White, True Wireless,3.8,719,₹899,"₹2,999",33% off
822,JBL,"Tune 125BT Flex Neckband with 16 Hour Playtime, Qui...",Blue, In the Ear,4,"9,849","₹1,999","₹4,999",10% off
823,Jabra,Talk 45 Bluetooth Headset,Silver, In the Ear,3.7,"3,072","₹4,484","₹3,850",88% off
824,Lenovo,HE18 Bluetooth Headset,Green, In the Ear,3.4,123,"₹1,739","₹2,999",42% off
825,CIHLEX,C-54 Super Bass Bluetooth Earphones Neckband Hea...,Green, In the Ear,3.6,30,₹749,"₹1,999",62% off
826,CIHLEX,CH-045 Classical Bluetooth Neckband Headphone Ea...,Black, In the Ear,3.6,"6,182",₹749,"₹1,999",62% off
827,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.9,200,₹546,"₹1,999",72% off
828,SOniLEX,SL-BT-193 (GREEN) Bluetooth Headset,Green, In the Ear,4.2,"4,028",₹679,"₹2,499",72% off
829,Gideon,ZEE-RML ME-1 Bluetooth Headset,Yellow, In the Ear,3.7,"8,896",₹399,"₹1,499",73% off
830,realme,Buds Air 3S with Dual Device Pairing and 30hrs T...,Bass White, In the Ear,3.9,134,"₹2,499","₹4,999",50% off
831,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.7,"12,546",₹546,"₹1,999",72% off
832,DigiClues,Earbuds M29 Pro with Power-Bank Bluetooth Hea...,Black, True Wireless,3.5,131,₹781,"₹4,999",84% off
833,Boult,"Audio XPods Pro with Zen ENC Mic, Mega 13mm Drive...",Black, True Wireless,4.2,308,"₹1,099","₹5,999",81% off
834,Digiwins,Premium Gaming Series P86 TWS 13mm HD Dynamic ...,Black, True Wireless,4,"4,643",₹999,"₹7,999",87% off
835,Mivi,"DuoPods K5 TWS Earbuds Metallic Finish, HD calling...",Cobalt Blue, True Wireless,2,2,"₹1,399","₹3,999",65% off
836,Fome,M10 TWS 2200 mAh Power Bank Charging Box EarBuds W...,Black, True Wireless,4,"20,048",₹499,"₹2,449",79% off
837,ORAIMO,"FreePods 3 in Ear TWS Earbuds,36Hrs Playtime ,4-...",White, True Wireless,3.8,"3,898","₹1,399","₹4,999",72% off
838,Gonsgadapp,5100 Wireless Bluetooth Over-Ear -Black Blue...,Black, In the Ear,4.3,4,₹299,"₹1,299",76% off
839,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,3.7,"3,128",₹699,"₹1,999",65% off
840,U&i,Valley 80 Hours Music Time Fast Charging Wireless N...,Black, In the Ear,3.1,43,₹699,"₹3,799",81% off
841,BULLSTORM,Latest Version B11 Neckband Bluetooth Neckban...,Black, In the Ear,3.7,9,₹399,₹999,60% off
842,VIPPO,VBT-675 Gleaming Light 25 Hours Music Playtime 40...,Red, In the Ear,4.1,"1,11,172",₹674,"₹2,299",70% off
843,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,3.9,"19,951",₹499,"₹1,499",66% off
844,Hitage,NBT1949+ Wireless music Sports headset Bluetooth...,Beige, In the Ear,3.7,"3,128","₹1,099","₹1,999",45% off
845,GUGGU,OGW_462T HSB-730 Bluetooth for all Smartphones wi...,Black, In the Ear,3.8,705,₹349,₹999,65% off
846,Worricow,40H Playtime 10mm Drivers Crystal-Clear Calls ...,Blue, In the Ear,3.9,"72,798",₹429,₹999,57% off
847,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4,9,₹999,"₹5,499",81% off
848,realme,Buds Q2 with Active Noise Cancellation Bluetooth...,Grey, In the Ear,3.9,"4,974","₹1,499","₹3,499",57% off
849,Aroma,NB137 Union Wireless Earbuds Bluetooth Headset,White, True Wireless,3.8,486,₹783,"₹3,999",80% off
850,JBL,"Wave Beam TWS, 32Hr Playtime, IP54, Smart Ambient &...",Black, In the Ear,4,"20,048","₹3,999","₹4,999",20% off
851,HOPPUP,GRAND With Power Bank Function & Upto 75 Hours P...,Black, True Wireless,3.6,"1,461",₹599,"₹2,999",80% off
852,UPOZA,"Earbuds L21 with ASAP Charge, 10mm Drivers and 25...",Black, True Wireless,4.2,308,₹549,"₹3,999",86% off
853,Wings,"Phantom 105 Earbuds with Game Mode, ENC, 40 Hours...",Black, True Wireless,3.3,4,"₹1,799","₹3,599",50% off
854,PTron,"Bassbuds Verse TWS Earbuds, 40H Playtime, ENC Cal...",Black, In the Ear,4.1,"3,27,645",₹999,"₹4,599",78% off
855,Sulfur,Vibration & 45 Hours Backup Elite-2 Wireless Spo...,Black1, True Wireless,4,"1,670",₹498,"₹2,499",80% off
856,GAGANDEEP,Magnet Bluetooth Headset for all Smart phones...,Multicolor, In the Ear,3.9,90,₹399,"₹1,699",76% off
857,Portronics,Harmonics Z3 Wireless Stereo Neckband Blueto...,Black, In the Ear,3.7,"6,379",₹699,"₹1,999",65% off
858,PTron,"Bassbuds Joy TWS with 13mm Drivers, Stereo Calls,...",Black, True Wireless,3.9,142,₹799,"₹2,599",69% off
859,Portronics,Harmonics X1 Sports Bluetooth Headset,Green, In the Ear,3.7,38,₹899,"₹1,999",55% off
860,Fome,M10 TWS Bluetooth 5.1 Headset 9D Stereo Sports Wat...,Black, In the Ear,3.4,229,₹491,"₹2,698",81% off
861,GAGANDEEP,TWS i12 Bluetooth Wireless Earphone Touch Sen...,Multicolor, True Wireless,4.2,"14,276",₹499,"₹2,999",83% off
862,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",White, In the Ear,3.8,"4,473","₹1,299","₹4,999",74% off
863,truke,"Air Buds+ with Quad Mic ENC & 20 EQ mode, Digital...",Black, True Wireless,3.7,"8,916","₹1,099","₹1,699",35% off
864,HOPPUP,MAX Bluetooth Headset,White, True Wireless,3.6,211,₹699,"₹2,099",66% off
865,BeastBass,"M10 Earpods/ipod/buds 225Hours Backup, Power ...",Black, True Wireless,4,"49,704",₹599,"₹3,999",85% off
866,Boult,"Audio ProBass EQCharge with ZEN Mode ENC, 32hrs P...",Blue, In the Ear,3.4,166,₹799,"₹4,499",82% off
867,PRONOVA,M28 Gaming Earbuds TWS with 300 Hours Palyback ...,Black, True Wireless,4.1,747,₹699,"₹7,999",91% off
868,Beats,"Flex - Apple W1 Headphone Chip, Class 1 Bluetooth...",Yuzu Yellow, In the Ear,3.9,9,"₹4,499","₹2,499",56% off
869,PTron,Tangent Beats wireless neckband Bluetooth Headset,Black, In the Ear,4.1,"1,11,172","₹1,099","₹5,499",81% off
870,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,3.2,"1,828",₹999,"₹1,699",76% off
871,GAGANDEEP,Magnet Bluetooth Headset for all Smart phones...,Black, In the Ear,3.6,"6,182",₹399,"₹1,299",61% off
872,SYARA,RHB_15K_ Bluetooth Headset for all Smart phones B...,Multicolor, In the Ear,2.2,5,₹499,"₹1,999",72% off
873,DRUMSTONE,S530 Smallest Wireless Invisible Mini Bluetoo...,Black, In the Ear,3.4,165,₹599,"₹1,999",62% off
874,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.6,"2,289",₹546,₹999,50% off
875,CIHLEX,CH-45 Classical Bluetooth Neckband Headphone Ear...,Black, In the Ear,3.8,"47,151",₹749,"₹7,999",91% off
876,Buy,Genuine Mini Wireless Earbuds With Microphone (Dual...,White, In the Ear,3.7,"3,685",₹499,"₹7,999",86% off
877,Earboss,M19 Earbuds/TWS/buds 5.1 Earbuds with 280H Play...,Black, True Wireless,4.1,20,₹649,"₹1,999",68% off
878,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Red, True Wireless,3.6,358,"₹1,099","₹3,499",74% off
879,Aroma,NB140 Fabulous 24 Hours* Playtime | Deep Bass | M...,White, True Wireless,4.2,"14,276",₹638,"₹2,599",69% off
880,Portronics,Harmonics Twins S4 Smart TWS Earbuds Bluetoo...,Black, In the Ear,3.7,71,₹899,"₹4,999",74% off
881,PTron,"Basspods P81 TWS Earbuds, 32H Playtime, Deep Bass...",White, In the Ear,3.8,593,₹799,"₹4,999",81% off
882,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.7,"8,896","₹1,299","₹1,999",75% off
883,UPOZA,Earbuds M29 Pro ENC Technology Bluetooth Headset,Black, True Wireless,3.8,796,₹949,"₹1,999",75% off
884,Kabeer,enterprises L21 Air Buds Mini Truly Wireless Blu...,Black, True Wireless,3.8,"47,151",₹497,"₹1,999",72% off
885,FPX,Magnus 50Hr Playtime with Superior sound Wireless N...,Blue  Black, In the Ear,3.1,43,₹499,"₹1,399",71% off
886,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,4.1,"3,27,645",₹546,"₹2,499",48% off
887,Lenovo,HE15 Bluetooth Headset,Black, In the Ear,3.9,909,"₹1,559","₹2,999",48% off
888,SYARA,RHB_15K_ Bluetooth Headset for all Smart phones B...,Multicolor, In the Ear,4,"20,048",₹499,"₹1,299",61% off
889,Clairbell,TEI_621B_B11 Neck Band Bluetooth Headset Blue...,Black, In the Ear,4.5,"53,485",₹389,₹659,40% off
890,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,3.8,"5,418",₹699,"₹1,999",65% off
891,Wings,"Phantom 345 with Low Latency 40ms, App Support, 5...",Black, In the Ear,4.1,"1,11,172","₹1,799","₹2,999",40% off
892,APPLE,Airpods Pro with MagSafe Charging Case Bluetooth ...,White, True Wireless,3.3,34,"₹16,999","₹26,300",35% off
893,Boult,"Audio PowerBuds with Inbuilt Powerbank, 120H Batt...",Blue, True Wireless,4,"13,45,614","₹1,299","₹8,999",85% off
894,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,3.4,326,₹999,"₹5,499",81% off
895,NP,SERIES TWS L21 True Wireless Bluetooth Sports Earpho...,Black 6, True Wireless,3.7,"1,47,072",₹499,"₹4,299",88% off
896,boAt,Airdopes 131 with upto 60 Hours and ASAP Charge Bl...,Crimson Cream, True Wireless,3.9,"1,438","₹1,199","₹2,990",59% off
897,JVMART,UPGRADED VERSION M10 TWS Wireless Headphones wit...,Black, True Wireless,3.6,95,₹499,"₹2,999",83% off
898,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,4.2,"14,276",₹899,"₹5,999",85% off
899,Ucool,Pesto 150 Hours Play AI Noise Cancellation Blueto...,Black, In the Ear,3.7,"1,299",₹649,"₹3,499",81% off
900,GOVO,"GOKIXX 610 Bluetooth Neckband, 12H Battery, Magnet...",Platinum Black, In the Ear,4.4,"3,10,263","₹1,499","₹3,799",60% off
901,webster,Elite-2 Wireless Exta Bass Sports Neckband Vibr...,Black, In the Ear,4,"20,048",₹499,"₹2,499",80% off
902,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,3.7,"16,321","₹1,299","₹4,999",74% off
903,Ubon,UP BEAT CL-4070 Bluetooth Headset,Blue, In the Ear,4.2,"1,24,994",₹899,"₹2,899",68% off
904,SYARA,LHU_459S_ HP17 Neck band Bluetooth Headset Blueto...,Black, In the Ear,3.7,493,₹399,₹799,50% off
905,OnePlus,Bullets Wireless Z Bluetooth Headset,Black, In the Ear,4.2,"54,287","₹2,184","₹2,190",65% off
906,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,3.8,"47,151",₹699,"₹1,999",63% off
907,ROKAVO,BT22 Classic Bluetooth Neckband With Long Life B...,Black, In the Ear,3.8,"4,952",₹729,"₹1,999",61% off
908,boAt,Airdopes 381 Sunburn Edition with upto 20 Hours Pl...,Techno Purple, In the Ear,4.2,"16,44,667","₹1,899","₹4,990",63% off
909,zevin's,Premium TWS F9 True Wireless Headset with Power...,Black, True Wireless,4,"1,14,272",₹899,"₹2,490",78% off
910,boAt,Rockerz 235 Pro with upto 20 Hours Playback & ASAP...,Ash Grey, In the Ear,4,"4,05,147",₹499,"₹2,299",88% off
911,Karimotech,Ear pod with Wireless Charging Case WS-4000 ...,White, True Wireless,4,"4,05,147",₹499,"₹4,499",42% off
912,Tunifi,Earbuds T-2 PRO with ASAP Charge Bluetooth Heads...,Black, True Wireless,4.1,17,"₹1,999","₹3,499",86% off
913,realme,Buds Air 3 Neo with up to 30 hours Playback & Fa...,Galaxy White, True Wireless,3.9,127,"₹1,099","₹7,999",68% off
914,Boult,"Audio Truebuds with 30H Battery, IPX7 Waterproof,...",Grey, True Wireless,3.9,"60,877","₹1,399","₹4,499",59% off
915,truke,"Buds Pro with ANC, 48 Hours Playtime, Quad-Mic EN...",Black, True Wireless,4,"49,704","₹1,199","₹2,990",39% off
916,zevin's,BT-Max Wireless Bluetooth Smart Neckband with V...,Green, In the Ear,4.2,13,₹699,"₹1,999",65% off
917,byer,"Sound Cross 35 hours playtime, ENC, fast Charging,...",Grey, In the Ear,3.9,"27,254",₹499,"₹1,499",66% off
918,WeCool,Moonwalk Mini in ear bluetooth Earbuds with 16 h...,Black  Yellow, True Wireless,3.7,"3,128","₹1,199","₹3,999",70% off
919,Aroma,NB137 Nexon 16 Hours* Playtime Deep Bass True Wir...,White  Silver, True Wireless,4.1,"15,839","₹1,499","₹4,999",70% off
920,Fire-Boltt,Fire Pods Ninja G201 Earbuds TWS IWP HD Call...,Pink, True Wireless,3.7,744,₹645,"₹5,999",89% off
921,Boult,"Audio X60 ANC (30dB), Quad Mic ENC, 30 Hrs Batter...",Black, True Wireless,3.6,"6,182",₹546,"₹1,999",72% off
922,BRICKFIRE,M28 TWS EARBUDS Bluetooth Headset,Black, In the Ear,4.1,"8,448","₹2,299","₹3,990",42% off
923,Aroma,NB140 Captain 24 Hours* Playtime | Deep Bass | Ma...,Dark Blue, True Wireless,3.7,71,₹949,"₹4,999",81% off
924,OPPO,Enco Air 2 With 13.4 dynamic driver Bluetooth Head...,Blue, True Wireless,3.5,386,₹499,"₹2,999",83% off
925,UPOZA,Earbuds M29 Pro ENC Technology Bluetooth Headset,Black, True Wireless,4,"20,048",₹699,"₹1,999",65% off
926,FPX,"Lunar In Ear Wireless Neckband, 15Hrs Playtime, Swe...",Black, In the Ear,3.8,75,₹989,"₹1,999",50% off
927,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Blue, In the Ear,4,"4,05,147",₹699,"₹3,499",80% off
928,Hitage,NBT-3591+ 72 Hours Music Time Wireless Neckband ...,Black, In the Ear,4,4,"₹1,619","₹5,999",73% off
929,Boult,"Audio Curve with BoomX Rich Bass, Flexi-band, Mag...",Red  Black  Grey, In the Ear,4.1,"1,11,172",₹999,"₹5,499",81% off
930,D1Y3,"Z-1,Badshah - 100 Hours Playtime Bluetooth Neckban...",Multicolor, In the Ear,3.7,"8,896",₹389,₹999,61% off
931,Boult,"Audio AirBass Y1 TWS Earbuds, 40H Playtime, Fast ...",Black, True Wireless,4.3,15,₹499,₹999,50% off
932,BULLSTORM,Latest Version B11 Neckband Bluetooth Neckban...,Black, In the Ear,4,"3,242",₹499,₹899,44% off
933,SYARA,JKK_30F_S6 Bluetooth Headset for all Smart phones...,Black, In the Ear,3.7,"1,47,072",₹546,"₹1,999",72% off
934,Gadget,Master Presents you super sound quality unstoppa...,Yellow, In the Ear,4.3,15,₹499,"₹4,999",90% off
935,Aroma,NB140 Evolve 24 Hours* Playtime | Deep Bass | Mad...,Black, True Wireless,3.5,191,₹999,"₹3,000",66% off
936,Tunifi,M28 Gaming Monster Earbuds with ASAP Charge Blue...,Black, True Wireless,3.6,358,₹495,"₹1,999",75% off
937,FUR,"JADEN AirJams Gamex Pro with ENC HD+ Calling, Deep ...",Black, True Wireless,4.2,"14,276",₹899,"₹5,999",85% off
938,Kabeer,enterprises L21 Earbuds/Air-pod/ buds 5.0 Blueto...,Black, True Wireless,3.8,321,₹424,"₹2,699",84% off
939,Boult,"Audio Gearpods with 32H Playtime, Fast Charging, ...",White, True Wireless,3.9,38,₹449,₹999,55% off
940,FINGER,THREE Premium TWS I12 Twins touch sensor Bluetoo...,White, True Wireless,3.7,96,₹799,"₹2,599",69% off
941,v,chip Air Tune (Buds) True wireless Bluetooth headset ...,White, True Wireless,4,"20,048","₹1,299","₹4,999",74% off
942,PTron,"Basspods P81 TWS Earbuds, 32H Playtime, Deep Bass...",White, In the Ear,3.5,"1,776","₹1,099","₹1,499",26% off
943,Boult,"Audio Z40 with Zen ENC Mic, 60H Battery Life, Low...",Blue, In the Ear,4.1,"2,992","₹1,499","₹4,000",62% off
944,Intex,MUSIQUE Flexi Bluetooth Headset,Black, In the Ear,3.3,10,"₹1,040","₹2,199",52% off
945,Zaap,AQUA GEAR Bluetooth without Mic Headset,Black, In the Ear,4,11,₹699,"₹1,999",65% off
946,Landmark,"PLAY2.0, 50 Hours Playtime, IPX4 Water Resista...",Grey, In the Ear,3.5,515,₹378,"₹1,998",81% off
947,Boult,"Audio YCharge with Pro+ Calling Mic, Full Charge ...",Black, In the Ear,4.2,"1,24,994",₹389,₹738,47% off
